error,num_edges
4301.3872,318
4310.820066666667,390
4320.252933333334,319
4329.6858,386
4339.118666666667,317
4348.551533333333,317
4357.9844,391
4367.417266666667,350
4376.850133333333,373
4386.283,338
4395.715866666667,333
4405.148733333333,287
4414.5816,325
4424.014466666667,302
4433.4473333333335,317
4442.8802000000005,371
4452.313066666667,276
4461.745933333334,352
4471.178800000001,270
4480.611666666667,380
4490.044533333334,297
4499.477400000001,290
4508.910266666667,328
4518.343133333334,305
4527.776000000001,332
4537.208866666667,334
4546.641733333334,347
4556.0746,317
4565.507466666667,290
4574.940333333334,341
4584.3732,285
4593.806066666667,284
4603.238933333334,257
4612.6718,317
4622.104666666667,315
4631.537533333334,302
4640.9704,311
4650.403266666667,306
4659.836133333334,319
4669.269,294
4678.701866666667,320
4688.134733333333,300
4697.5676,338
4707.000466666667,305
4716.433333333333,311
4725.8662,311
4735.299066666667,285
4744.7319333333335,327
4754.1648000000005,332
4763.5976666666675,300
4773.030533333334,254
4782.463400000001,254
4791.896266666667,306
4801.329133333334,261
4810.762000000001,306
4820.194866666667,264
4829.627733333334,286
4839.060600000001,275
4848.493466666667,293
4857.926333333334,291
4867.359200000001,275
4876.792066666667,327
4886.224933333334,254
4895.6578,322
4905.090666666667,282
4914.523533333334,303
4923.9564,319
4933.389266666667,344
4942.822133333334,335
4952.255,323
4961.687866666667,284
4971.120733333334,289
4980.5536,235
4989.986466666667,296
4999.419333333333,261
5008.8522,276
5018.285066666667,244
5027.717933333333,290
5037.1508,299
5046.583666666667,280
5056.016533333333,315
5065.4494,253
5074.882266666667,286
5084.3151333333335,245
5093.7480000000005,295
5103.1808666666675,259
5112.613733333334,288
5122.046600000001,291
5131.479466666667,283
5140.912333333334,296
5150.345200000001,256
5159.778066666667,262
5169.210933333334,212
5178.643800000001,267
5188.076666666667,261
5197.509533333334,261
5206.942400000001,282
5216.375266666667,246
5225.808133333334,329
5235.241,226
5244.673866666667,296
5254.106733333334,302
5263.5396,250
5272.972466666667,287
5282.405333333334,282
5291.8382,297
5301.271066666667,267
5310.703933333334,328
5320.1368,262
5329.569666666667,338
5339.002533333333,263
5348.4354,247
5357.868266666667,291
5367.301133333333,239
5376.734,268
5386.166866666667,231
5395.5997333333335,272
5405.0326000000005,230
5414.465466666667,225
5423.8983333333335,267
5433.3312000000005,267
5442.7640666666675,256
5452.196933333334,226
5461.629800000001,274
5471.062666666667,231
5480.495533333334,260
5489.928400000001,249
5499.361266666667,270
5508.794133333334,272
5518.227000000001,264
5527.659866666667,289
5537.092733333334,279
5546.525600000001,261
5555.958466666667,297
5565.391333333334,246
5574.8242,291
5584.257066666667,219
5593.689933333334,240
5603.1228,225
5612.555666666667,201
5621.988533333334,262
5631.4214,202
5640.854266666667,238
5650.287133333334,232
5659.72,253
5669.152866666667,236
5678.585733333333,272
5688.0186,240
5697.451466666667,245
5706.884333333333,267
5716.3172,238
5725.750066666667,265
5735.1829333333335,233
5744.6158000000005,271
5754.0486666666675,264
5763.481533333334,251
5772.914400000001,272
5782.347266666668,204
5791.780133333334,274
5801.213000000001,212
5810.645866666667,257
5820.078733333334,229
5829.511600000001,227
5838.944466666667,259
5848.377333333334,230
5857.810200000001,245
5867.243066666667,229
5876.675933333334,240
5886.108800000001,204
5895.541666666667,215
5904.974533333334,282
5914.4074,242
5923.840266666667,263
5933.273133333334,257
5942.706,253
5952.138866666667,225
5961.571733333334,269
5971.0046,287
5980.437466666667,225
5989.870333333334,285
5999.3032,261
6008.736066666667,273
6018.168933333333,230
6027.6018,241
6037.034666666667,220
6046.467533333333,191
6055.9004,220
6065.333266666667,219
6074.7661333333335,267
6084.1990000000005,233
6093.6318666666675,258
6103.064733333334,233
6112.497600000001,219
6121.930466666667,227
6131.363333333334,229
6140.796200000001,244
6150.229066666667,234
6159.661933333334,263
6169.094800000001,227
6178.527666666667,256
6187.960533333334,257
6197.393400000001,201
6206.826266666667,228
6216.259133333334,249
6225.692000000001,324
6235.124866666667,221
6244.557733333334,241
6253.9906,232
6263.423466666667,206
6272.856333333334,219
6282.2892,185
6291.722066666667,208
6301.154933333334,215
6310.5878,186
6320.020666666667,201
6329.453533333334,205
6338.8864,256
6348.319266666667,185
6357.752133333333,219
6367.185,185
6376.617866666667,246
6386.0507333333335,217
6395.4836000000005,211
6404.9164666666675,262
6414.349333333334,225
6423.782200000001,260
6433.215066666668,224
6442.647933333334,253
6452.080800000001,227
6461.513666666667,225
6470.946533333334,247
6480.379400000001,237
6489.812266666667,232
6499.245133333334,199
6508.678000000001,201
6518.110866666667,184
6527.543733333334,198
6536.976600000001,210
6546.409466666667,207
6555.842333333334,241
6565.275200000001,172
6574.708066666667,219
6584.140933333334,209
6593.5738,218
6603.006666666667,197
6612.439533333334,185
6621.8724,243
6631.305266666667,226
6640.738133333334,228
6650.171,219
6659.603866666667,243
6669.036733333334,231
6678.4696,206
6687.902466666667,216
6697.335333333333,190
6706.7682,265
6716.201066666667,236
6725.6339333333335,219
6735.0668000000005,213
6744.4996666666675,183
6753.932533333334,194
6763.365400000001,180
6772.798266666668,172
6782.231133333334,187
6791.664000000001,195
6801.096866666667,184
6810.529733333334,193
6819.962600000001,223
6829.395466666667,195
6838.828333333334,187
6848.261200000001,200
6857.694066666667,218
6867.126933333334,199
6876.559800000001,233
6885.992666666667,218
6895.425533333334,208
6904.858400000001,220
6914.291266666667,207
6923.724133333334,222
6933.157,190
6942.589866666667,230
6952.022733333334,218
6961.4556,223
6970.888466666667,218
6980.321333333334,216
6989.7542,238
6999.187066666667,174
7008.619933333334,191
7018.0528,196
7027.485666666667,161
7036.9185333333335,217
7046.3514000000005,174
7055.7842666666675,211
7065.217133333334,171
7074.650000000001,181
7084.0828666666675,180
7093.515733333334,188
7102.948600000001,208
7112.381466666668,203
7121.814333333334,213
7131.247200000001,180
7140.680066666667,211
7150.112933333334,207
7159.545800000001,207
7168.978666666667,237
7178.411533333334,217
7187.844400000001,200
7197.277266666667,225
7206.710133333334,242
7216.143000000001,220
7225.575866666667,220
7235.008733333334,223
7244.4416,193
7253.874466666667,195
7263.307333333334,166
7272.7402,160
7282.173066666667,175
7291.605933333334,179
7301.0388,206
7310.471666666667,197
7319.904533333334,196
7329.3374,172
7338.770266666667,181
7348.203133333334,169
7357.636,204
7367.068866666667,212
7376.5017333333335,212
7385.9346000000005,212
7395.3674666666675,147
7404.800333333334,187
7414.233200000001,166
7423.666066666668,225
7433.098933333334,205
7442.531800000001,203
7451.964666666668,198
7461.397533333334,195
7470.830400000001,197
7480.263266666667,201
7489.696133333334,229
7499.129000000001,191
7508.561866666667,201
7517.994733333334,202
7527.427600000001,165
7536.860466666667,156
7546.293333333334,140
7555.726200000001,174
7565.159066666667,150
7574.591933333334,183
7584.0248,161
7593.457666666667,175
7602.890533333334,198
7612.3234,165
7621.756266666667,191
7631.189133333334,189
7640.622,184
7650.054866666667,184
7659.487733333334,164
7668.9206,191
7678.353466666667,196
7687.786333333334,205
7697.2192000000005,181
7706.652066666667,189
7716.0849333333335,170
7725.5178000000005,206
7734.9506666666675,223
7744.383533333334,190
7753.816400000001,197
7763.249266666668,240
7772.682133333334,245
7782.115000000001,196
7791.547866666668,204
7800.980733333334,185
7810.413600000001,171
7819.846466666667,193
7829.279333333334,165
7838.712200000001,185
7848.145066666667,159
7857.577933333334,202
7867.010800000001,142
7876.443666666667,153
7885.876533333334,162
7895.309400000001,191
7904.742266666667,172
7914.175133333334,179
7923.608,163
7933.040866666667,148
7942.473733333334,181
7951.9066,208
7961.339466666667,177
7970.772333333334,201
7980.2052,172
7989.638066666667,176
7999.070933333334,176
8008.5038,190
8017.936666666667,208
8027.369533333334,178
8036.8024000000005,174
8046.2352666666675,190
8055.668133333334,203
8065.101000000001,190
8074.533866666668,185
8083.966733333334,212
8093.399600000001,137
8102.832466666668,176
8112.265333333334,153
8121.698200000001,163
8131.131066666668,149
8140.563933333334,178
8149.996800000001,181
8159.429666666667,142
8168.862533333334,169
8178.295400000001,169
8187.728266666667,190
8197.161133333335,179
8206.594000000001,204
8216.026866666667,150
8225.459733333333,166
8234.892600000001,222
8244.325466666667,149
8253.758333333333,199
8263.191200000001,167
8272.624066666667,181
8282.056933333333,193
8291.489800000001,200
8300.922666666667,221
8310.355533333333,169
8319.788400000001,202
8329.221266666667,185
8338.654133333333,201
8348.087000000001,215
8357.519866666667,152
8366.952733333334,212
8376.385600000001,159
8385.818466666668,164
8395.251333333334,131
8404.684200000002,165
8414.117066666668,170
8423.549933333334,151
8432.9828,168
8442.415666666668,158
8451.848533333334,181
8461.2814,155
8470.714266666668,168
8480.147133333334,142
8489.58,182
8499.012866666668,155
8508.445733333334,190
8517.8786,192
8527.311466666668,157
8536.744333333334,160
8546.1772,154
8555.610066666668,193
8565.042933333334,169
8574.4758,166
8583.908666666668,161
8593.341533333334,158
8602.7744,190
8612.207266666668,167
8621.640133333334,204
8631.073,187
8640.505866666668,174
8649.938733333334,217
8659.3716,183
8668.804466666666,204
8678.237333333334,167
8687.6702,185
8697.103066666667,134
8706.535933333334,129
8715.9688,155
8725.401666666667,154
8734.834533333335,172
8744.2674,137
8753.700266666667,177
8763.133133333335,171
8772.566,145
8781.998866666667,192
8791.431733333335,130
8800.8646,176
8810.297466666667,142
8819.730333333335,179
8829.1632,144
8838.596066666667,175
8848.028933333335,162
8857.461800000001,152
8866.894666666667,179
8876.327533333333,173
8885.760400000001,174
8895.193266666667,161
8904.626133333333,165
8914.059000000001,165
8923.491866666667,170
8932.924733333333,177
8942.357600000001,193
8951.790466666667,198
8961.223333333333,176
8970.656200000001,204
8980.089066666667,197
8989.521933333333,174
8998.954800000001,160
9008.387666666667,149
9017.820533333334,149
9027.253400000001,163
9036.686266666668,157
9046.119133333334,149
9055.552000000001,128
9064.984866666668,150
9074.417733333334,159
9083.850600000002,155
9093.283466666668,165
9102.716333333334,149
9112.1492,144
9121.582066666668,175
9131.014933333334,154
9140.4478,139
9149.880666666668,156
9159.313533333334,163
9168.7464,166
9178.179266666668,152
9187.612133333334,182
9197.045,155
9206.477866666668,149
9215.910733333334,196
9225.3436,143
9234.776466666668,204
9244.209333333334,162
9253.6422,170
9263.075066666668,184
9272.507933333334,171
9281.9408,163
9291.373666666668,178
9300.806533333334,229
9310.2394,185
9319.672266666668,169
9329.105133333334,138
9338.538,154
9347.970866666667,165
9357.403733333334,141
9366.8366,164
9376.269466666667,138
9385.702333333335,151
9395.1352,143
9404.568066666667,151
9414.000933333335,148
9423.4338,127
9432.866666666667,153
9442.299533333335,161
9451.7324,167
9461.165266666667,142
9470.598133333335,167
9480.031,130
9489.463866666667,131
9498.896733333335,158
9508.329600000001,144
9517.762466666667,163
9527.195333333335,165
9536.628200000001,190
9546.061066666667,160
9555.493933333333,149
9564.926800000001,162
9574.359666666667,176
9583.792533333333,208
9593.225400000001,170
9602.658266666667,198
9612.091133333333,152
9621.524000000001,172
9630.956866666667,174
9640.389733333333,145
9649.822600000001,174
9659.255466666667,138
9668.688333333334,168
9678.121200000001,144
9687.554066666667,123
9696.986933333334,134
9706.419800000001,134
9715.852666666668,161
9725.285533333334,117
9734.718400000002,161
9744.151266666668,133
9753.584133333334,155
9763.017000000002,111
9772.449866666668,151
9781.882733333334,156
9791.3156,144
9800.748466666668,168
9810.181333333334,152
9819.6142,164
9829.047066666668,160
9838.479933333334,146
9847.9128,182
9857.345666666668,126
9866.778533333334,180
9876.2114,152
9885.644266666668,174
9895.077133333334,161
9904.51,172
9913.942866666668,180
9923.375733333334,184
9932.8086,172
9942.241466666668,153
9951.674333333334,181
9961.1072,157
9970.540066666668,167
9979.972933333334,177
9989.4058,155
9998.838666666667,151
10008.271533333334,124
10017.7044,148
10027.137266666667,132
10036.570133333335,142
10046.003,132
10055.435866666667,116
10064.868733333335,147
10074.3016,128
10083.734466666667,155
10093.167333333335,138
10102.6002,156
10112.033066666667,129
10121.465933333335,156
10130.8988,146
10140.331666666667,125
10149.764533333335,148
10159.197400000001,133
10168.630266666667,141
10178.063133333335,141
10187.496000000001,120
10196.928866666667,171
10206.361733333335,134
10215.794600000001,153
10225.227466666667,155
10234.660333333333,169
10244.093200000001,151
10253.526066666667,153
10262.958933333333,158
10272.391800000001,148
10281.824666666667,144
10291.257533333333,138
10300.690400000001,166
10310.123266666667,149
10319.556133333333,163
10328.989000000001,164
10338.421866666667,141
10347.854733333334,140
10357.287600000001,105
10366.720466666668,118
10376.153333333334,123
10385.586200000002,130
10395.019066666668,133
10404.451933333334,139
10413.884800000002,141
10423.317666666668,114
10432.750533333334,133
10442.183400000002,135
10451.616266666668,149
10461.049133333334,134
10470.482,153
10479.914866666668,151
10489.347733333334,140
10498.7806,139
10508.213466666668,127
10517.646333333334,135
10527.0792,138
10536.512066666668,146
10545.944933333334,200
10555.3778,133
10564.810666666668,166
10574.243533333334,170
10583.6764,151
10593.109266666668,136
10602.542133333334,139
10611.975,184
10621.407866666668,161
10630.840733333334,166
10640.2736,149
10649.706466666668,167
10659.139333333334,144
10668.5722,177
10678.005066666667,139
10687.437933333335,159
10696.8708,171
10706.303666666667,106
10715.736533333335,128
10725.1694,114
10734.602266666667,124
10744.035133333335,109
10753.468,118
10762.900866666667,133
10772.333733333335,119
10781.7666,135
10791.199466666667,110
10800.632333333335,148
10810.065200000001,117
10819.498066666667,113
10828.930933333335,140
10838.363800000001,123
10847.796666666667,143
10857.229533333335,125
10866.662400000001,167
10876.095266666667,142
10885.528133333335,132
10894.961000000001,151
10904.393866666667,131
10913.826733333333,137
10923.259600000001,153
10932.692466666667,152
10942.125333333333,127
10951.558200000001,132
10960.991066666667,166
10970.423933333333,124
10979.856800000001,185
10989.289666666667,167
10998.722533333334,154
11008.155400000001,166
11017.588266666668,169
11027.021133333334,151
11036.454000000002,148
11045.886866666668,152
11055.319733333334,175
11064.752600000002,167
11074.185466666668,141
11083.618333333334,114
11093.051200000002,110
11102.484066666668,107
11111.916933333334,128
11121.3498,116
11130.782666666668,126
11140.215533333334,108
11149.6484,131
11159.081266666668,134
11168.514133333334,107
11177.947,141
11187.379866666668,132
11196.812733333334,127
11206.2456,109
11215.678466666668,122
11225.111333333334,125
11234.5442,130
11243.977066666668,135
11253.409933333334,126
11262.8428,160
11272.275666666668,150
11281.708533333334,130
11291.1414,141
11300.574266666668,157
11310.007133333334,149
11319.44,139
11328.872866666668,162
11338.305733333335,148
11347.7386,162
11357.171466666667,136
11366.604333333335,162
11376.0372,140
11385.470066666667,165
11394.902933333335,172
11404.3358,132
11413.768666666667,175
11423.201533333335,143
11432.6344,162
11442.067266666667,163
11451.500133333335,152
11460.933,144
11470.365866666667,123
11479.798733333335,111
11489.231600000001,126
11498.664466666667,118
11508.097333333335,100
11517.530200000001,103
11526.963066666667,121
11536.395933333335,124
11545.828800000001,122
11555.261666666667,117
11564.694533333335,131
11574.127400000001,114
11583.560266666667,109
11592.993133333333,141
11602.426000000001,140
11611.858866666667,127
11621.291733333333,140
11630.724600000001,159
11640.157466666667,111
11649.590333333334,133
11659.023200000001,133
11668.456066666668,131
11677.888933333334,142
11687.321800000002,141
11696.754666666668,146
11706.187533333334,123
11715.620400000002,133
11725.053266666668,134
11734.486133333334,135
11743.919000000002,137
11753.351866666668,113
11762.784733333334,139
11772.217600000002,119
11781.650466666668,136
11791.083333333334,145
11800.5162,159
11809.949066666668,147
11819.381933333334,153
11828.8148,153
11838.247666666668,150
11847.680533333334,145
11857.1134,135
11866.546266666668,122
11875.979133333334,97
11885.412,105
11894.844866666668,123
11904.277733333334,87
11913.7106,107
11923.143466666668,99
11932.576333333334,122
11942.0092,111
11951.442066666668,106
11960.874933333334,115
11970.3078,100
11979.740666666668,126
11989.173533333334,118
11998.6064,117
12008.039266666668,96
12017.472133333335,132
12026.905,125
12036.337866666667,135
12045.770733333335,143
12055.2036,121
12064.636466666667,144
12074.069333333335,132
12083.5022,139
12092.935066666667,146
12102.367933333335,123
12111.8008,130
12121.233666666667,115
12130.666533333335,144
12140.099400000001,137
12149.532266666667,121
12158.965133333335,148
12168.398000000001,128
12177.830866666667,170
12187.263733333335,143
12196.696600000001,156
12206.129466666667,143
12215.562333333335,136
12224.995200000001,152
12234.428066666667,135
12243.860933333333,152
12253.293800000001,129
12262.726666666667,124
12272.159533333333,107
12281.592400000001,118
12291.025266666667,104
12300.458133333334,114
12309.891000000001,108
12319.323866666668,94
12328.756733333334,123
12338.189600000002,102
12347.622466666668,87
12357.055333333334,122
12366.488200000002,94
12375.921066666668,131
12385.353933333334,127
12394.786800000002,134
12404.219666666668,108
12413.652533333334,126
12423.085400000002,98
12432.518266666668,128
12441.951133333334,123
12451.384000000002,124
12460.816866666668,136
12470.249733333334,118
12479.6826,136
12489.115466666668,119
12498.548333333334,108
12507.9812,134
12517.414066666668,135
12526.846933333334,136
12536.2798,133
12545.712666666668,131
12555.145533333334,140
12564.5784,141
12574.011266666668,127
12583.444133333334,147
12592.877,134
12602.309866666668,132
12611.742733333334,129
12621.1756,130
12630.608466666668,148
12640.041333333334,133
12649.4742,154
12658.907066666668,152
12668.339933333335,144
12677.7728,147
12687.205666666669,106
12696.638533333335,112
12706.0714,82
12715.504266666667,103
12724.937133333335,103
12734.37,105
12743.802866666667,105
12753.235733333335,105
12762.6686,127
12772.101466666667,123
12781.534333333335,88
12790.967200000001,126
12800.400066666667,113
12809.832933333335,120
12819.265800000001,113
12828.698666666667,119
12838.131533333335,99
12847.564400000001,109
12856.997266666667,123
12866.430133333335,106
12875.863000000001,104
12885.295866666667,128
12894.728733333335,132
12904.161600000001,113
12913.594466666667,132
12923.027333333333,112
12932.460200000001,129
12941.893066666667,156
12951.325933333334,121
12960.758800000001,135
12970.191666666668,117
12979.624533333334,133
12989.057400000002,105
12998.490266666668,118
13007.923133333334,115
13017.356000000002,137
13026.788866666668,150
13036.221733333334,125
13045.654600000002,118
13055.087466666668,144
13064.520333333334,115
13073.953200000002,125
13083.386066666668,143
13092.818933333334,138
13102.251800000002,140
13111.684666666668,143
13121.117533333334,79
13130.550400000002,81
13139.983266666668,119
13149.416133333334,94
13158.849,97
13168.281866666668,95
13177.714733333334,115
13187.1476,93
13196.580466666668,122
13206.013333333334,86
13215.4462,103
13224.879066666668,120
13234.311933333334,107
