d,real,null
48500,0.03492533330098383,0.04017940692459101
48600,0.03775187121662441,0.04136039495337356
48700,0.037412201424186914,0.04165080184569714
48800,0.03923186102653064,0.0395856861669517
48900,0.03253551368990574,0.03779807040753767
49000,0.033372557106983856,0.03783033784001807
49100,0.03395484817973384,0.03619760575650995
49200,0.03400337243579634,0.03756574489367881
49300,0.03198961580920263,0.03415830402374883
49400,0.030206349398905777,0.03491981543028621
49500,0.030885688983780767,0.03476493175438031
49600,0.03251125156187449,0.03790777967797102
49700,0.03729089078403067,0.03916620954470653
49800,0.03272961071415574,0.03718498919041012
49900,0.0366236822631713,0.039624407085928175
50000,0.03232928560164012,0.03528766416056275
50100,0.032292892409593245,0.03533929205253138
50200,0.03272961071415574,0.039185570004194765
50300,0.0354954933097182,0.037204349649898355
50400,0.03270534858612449,0.03503597818721564
50500,0.03205027112928075,0.03561033848536672
50600,0.032923707738405736,0.03610725694556484
50700,0.029417830237890165,0.033319350779258496
50800,0.03092208217582764,0.03421638540221355
50900,0.030606674511421395,0.035113420025168596
51000,0.0332512464668276,0.035623245458358876
51100,0.030533888127327647,0.03444225742957633
51200,0.03336042604296823,0.03543609434997257
51300,0.031237489840233886,0.034519699267529284
51400,0.029866679606468282,0.03418411796973315
51500,0.029235864277655794,0.03388080410441741
51600,0.031819780912983875,0.032609467264689745
51700,0.027670957019640192,0.03213836275047594
51800,0.030994868559921392,0.033796908779968375
51900,0.030424708551187025,0.034113129618276276
52000,0.029369305981827666,0.03374528088799974
52100,0.030643067703468273,0.032370688264334806
52200,0.028253248092390184,0.030673421315865895
52300,0.026518505938155836,0.0308928398567326
52400,0.028410951924593305,0.03284179277854861
52500,0.03205027112928075,0.03421638540221355
52600,0.029611927262140163,0.033332257752250655
52700,0.029660451518202662,0.032099641831499465
52800,0.030169956206858903,0.03261592075118583
52900,0.02753751531546832,0.03024103772062857
53000,0.026360802105952715,0.029118131070310735
53100,0.026627685514296458,0.030589525991416865
53200,0.02912668470151517,0.0303894679100384
53300,0.02660342338626521,0.03137685134393856
53400,0.02912668470151517,0.032964409021974124
53500,0.03006077663071828,0.03440353651059985
53600,0.030958475367874515,0.03151237456035623
53700,0.026215229337765215,0.027950050014520344
53800,0.02398311355889025,0.028356619663773352
53900,0.028131937452233937,0.031144525830079702
54000,0.026688340834374585,0.03051853763995999
54100,0.02835029660451518,0.029247200800232326
54200,0.026385064233983964,0.030176502855667774
54300,0.024929336552108987,0.02904068923235778
54400,0.026433588490046463,0.02696266658062018
54500,0.02372836121456213,0.02605917847116905
54600,0.023425084614171508,0.028350166177277276
54700,0.02564506932903085,0.027207899067471203
54800,0.02297623524559339,0.027511212932786938
54900,0.0242014727111715,0.02511696944274144
55000,0.025281137408562106,0.027388596689361427
55100,0.021314279475452794,0.025149236875221838
55200,0.023061152693702763,0.02472330676648059
55300,0.02284279354142152,0.02552353909199445
55400,0.022309026724734025,0.026375399309476945
55500,0.023412953550155883,0.027298247878416313
55600,0.024892943360062113,0.02775644541963796
55700,0.02639719529799959,0.028466328934206704
55800,0.025002122936202735,0.02731760833790455
55900,0.024298521223296496,0.02438772546868446
56000,0.022915579925515267,0.024781388144945307
56100,0.020186090521999683,0.02369720241360395
56200,0.019506750937124694,0.022864702655609692
56300,0.0205864156345153,0.023342260656319575
56400,0.02232115778874965,0.024942725307347296
56500,0.019349047104921573,0.024252202252266788
56600,0.023558526318343383,0.025949469200735698
56700,0.02517195783242148,0.02628505049853183
56800,0.02010117307389031,0.022490400438837082
56900,0.02403163781495275,0.026936852634635862
57000,0.022575910133077772,0.024303830144235424
57100,0.01947035774507782,0.022613016682262593
57200,0.019324784976890323,0.02120615662611726
57300,0.019603799449249695,0.023974702332935367
57400,0.02277000715732777,0.02289697008809009
57500,0.020343794354202808,0.02384563260301378
57600,0.019870682857593438,0.022464586492852764
57700,0.020695595210655927,0.02250330741182924
57800,0.018196596023437216,0.022187086573521343
57900,0.021302148411437166,0.02291633054757833
58000,0.019688716897359067,0.022199993546513502
58100,0.020562153506484052,0.022709818979703787
58200,0.02186017735615591,0.02384563260301378
58300,0.020440842866327805,0.024032783711400083
58400,0.021423459051593416,0.023813365170533382
58500,0.020889692234905922,0.021812784356748733
58600,0.018596921135952835,0.022277435384466457
58700,0.020040517753812187,0.021561098383401634
58800,0.020380187546249682,0.021031912490723115
58900,0.018038892191234092,0.021309412410054532
59000,0.01863331432799971,0.021554644896905555
59100,0.020355925418218433,0.021264238004581975
59200,0.018160202831390342,0.021406214707495725
59300,0.01961593051326532,0.020747959084895615
59400,0.01858479007193721,0.02216127262753703
59500,0.021023133939077798,0.024026330224904004
59600,0.019785765409484065,0.022206447033009582
59700,0.021217230963327793,0.02169016811332322
59800,0.01886380454429658,0.02067051724694266
59900,0.01638906748510912,0.019954180245877834
60000,0.016704475149515365,0.01846987835177955
60100,0.018366430919655962,0.019044238649930625
60200,0.01792971261509347,0.021051272950211353
60300,0.018123809639343468,0.01963150592107386
60400,0.017468732182499728,0.020218773192217095
60500,0.0191185568886247,0.019444354812687553
60600,0.015200223211577888,0.018515052757252105
60700,0.017844795166984097,0.018476331838275628
60800,0.015115305763468513,0.01704365783614598
60900,0.015673334708187256,0.018889354974024716
61000,0.018269382407530965,0.018934529379497272
61100,0.015260878531656011,0.017856797134651995
61200,0.017153324518093482,0.01908941305540318
61300,0.016886441109749736,0.01999935465135039
61400,0.017650698142734098,0.02014133135426414
61500,0.016934965365812234,0.018566680649220742
61600,0.01685004791770286,0.019734761705011133
61700,0.01839069304768721,0.017482494917879385
61800,0.014508752562687273,0.017075925268626377
61900,0.015175961083546638,0.017889064567132393
62000,0.016401198549124744,0.017443773998902908
62100,0.015588417260077881,0.018256913297408923
62200,0.016231363652905995,0.01895388983898551
62300,0.017056276005968485,0.019560517569616985
62400,0.01634054322904662,0.017237262431028362
62500,0.014739242778984144,0.016927495079216547
62600,0.01654677131731224,0.018411796973314833
62700,0.015394320235827885,0.015256042076731955
62800,0.01369597127364041,0.016772611403310638
62900,0.015078912571421639,0.015953018618308543
63000,0.013259252969077918,0.01584330934787519
63100,0.01470284958693727,0.015752960536930077
63200,0.013404825737265416,0.01568842567196928
63300,0.014654325330874771,0.014726856184053436
63400,0.012555651256171679,0.01477203058952599
63500,0.01344121892931229,0.016043367429253653
63600,0.014278262346390402,0.015804588428898713
63700,0.01353826744143729,0.014475170210706333
63800,0.011742869967124817,0.015333483914684908
63900,0.015394320235827885,0.014126681939918041
64000,0.011767132095156067,0.015404472266141783
64100,0.013962854681984157,0.015610983834016327
64200,0.01444809724260915,0.014597786454131845
64300,0.011682214647046692,0.01610790229421445
64400,0.015479237683937257,0.014365460940272983
64500,0.011536641878859194,0.015752960536930077
64600,0.014860553419140393,0.015094704914329966
64700,0.013501874249390413,0.01466232131909264
64800,0.012143195079640436,0.013287728695427705
64900,0.010638943141702958,0.014333193507792585
65000,0.014411704050562274,0.014823658481494627
65100,0.012203850399718559,0.013862088993578782
65200,0.011536641878859194,0.012900519505662934
65300,0.01180352528720294,0.013920170372043496
65400,0.012640568704281053,0.014752670130037752
65500,0.013720233401671661,0.01544964667161434
65600,0.01477563597103102,0.014113774966925882
65700,0.010432715053437337,0.014365460940272983
65800,0.014933339803234141,0.01620470459165564
65900,0.013659578081593536,0.01466232131909264
66000,0.013295646161124792,0.014281565615823949
66100,0.01180352528720294,0.013662030912200316
66200,0.012325161039874808,0.014617146913620083
66300,0.012955976368687297,0.014500984156690652
66400,0.013380563609234166,0.013971798264012132
66500,0.011027137190202953,0.013171565938498274
66600,0.012664830832312303,0.014752670130037752
66700,0.012616306576249802,0.013662030912200316
