cbsacode,cityname,cell_width_gravity,r2,alpha,beta_num_neighbors1_log,beta_num_neighbors2_log,beta_distance_beeline_m_log
47260,VirginiaBeach,8000,0.37476749298818723,4.744842120612226,0.25914358836504847,0.2591435883650475,-0.5076897343763971
47260,VirginiaBeach,9000,0.3851977303175098,5.196354457723742,0.27694175218562184,0.27694175218562106,-0.5502604750388048
47260,VirginiaBeach,10000,0.4105714335744225,5.878391014730007,0.295127179319708,0.2951271793197108,-0.6136382170467494
47260,VirginiaBeach,11000,0.4323646889009668,6.261797853310992,0.3353169959621149,0.3353169959621139,-0.6568449102926333
47260,VirginiaBeach,12000,0.45546166132081645,6.907282571934552,0.3873474457617373,0.3873474457617371,-0.7253931452666986
47260,VirginiaBeach,13000,0.4952133722516201,7.393070963144233,0.41333837388084765,0.413338373880848,-0.7757200404163024
47260,VirginiaBeach,14000,0.49961923723241053,7.864624697965656,0.44017122212311693,0.44017122212311643,-0.8191864691551978
47260,VirginiaBeach,15000,0.49139354786410616,7.8917126635402814,0.43196789265679136,0.43196789265679014,-0.811064986496929
47260,VirginiaBeach,16000,0.5029654041326367,8.207506370086373,0.49322767022455805,0.4932276702245575,-0.852855704508241
47260,VirginiaBeach,17000,0.5433374364899448,8.934626430669763,0.5129062186310764,0.5129062186310768,-0.9198929505252825
47260,VirginiaBeach,18000,0.5433374364899448,8.934626430669763,0.5129062186310764,0.5129062186310768,-0.9198929505252825
47260,VirginiaBeach,19000,0.5267495058300056,9.028918145383443,0.5246353583290931,0.5246353583290937,-0.927669533618109
47260,VirginiaBeach,20000,0.5152291954657093,9.817161610060854,0.5086265924285253,0.508626592428526,-0.991405138210134
38900,Portland,1000,0.13411111829575817,0.16047953831238565,0.05521217560711723,0.055212175607117234,-0.033892262699616545
38900,Portland,2000,0.1943715409735589,0.6740354835543727,0.10541160655249857,0.10541160655249851,-0.09807480663297229
38900,Portland,3000,0.2557237202477898,1.5212496260825625,0.15707245486483717,0.15707245486483704,-0.19253376037826656
38900,Portland,4000,0.3079403399082231,2.4743948166082443,0.19013128443782737,0.190131284437827,-0.29206435258290664
38900,Portland,5000,0.3160591472020198,3.2703217151533317,0.23383974842949354,0.23383974842949423,-0.3743765387380508
38900,Portland,6000,0.38970452647983667,4.47372784185461,0.269046380960878,0.269046380960878,-0.49379542290765877
38900,Portland,7000,0.403053621640443,5.193613672469805,0.2976991913306682,0.29769919133066847,-0.56229374182315
